candidate_id,label,A_aromaticity,A_delta_wt_vs_mut,A_hybrid_complexity,A_hydrophobicity_kd,A_mutation_surprisal,A_net_charge,A_tcr_contact_potential,B_erap_nterm_proxy,B_proteasome_cterm,B_sanity_check,B_tap_transport_score,C_anchoring_P2,C_binding_quality,C_hla_anchor_p9,C_hla_delta_binding,C_total_binding,D1_exact_self_similarity,D_mutation_in_window,D_wt_presented,ic50_nm,rf_score,gb_score
REAL_048,REAL,0.2222222222222222,0.956755783746474,0.9077170573060772,1.5375,0.2370391973008496,-0.0493827160493827,0.5,0.0,1.0,1.0,0.48,2.0,0.643939393939394,2.0,0.0,7.6,0.0,1.0,0.0,24.0,0.986,0.9999838693744162
DECOY_006,DECOY,0.1111111111111111,4.091999248367282,0.6134351636923178,-2.7375,0.1942643442863293,0.0,0.225,-0.5,0.4,1.0,0.12,1.5,0.7958866442199777,-0.3,0.3000000000000002,3.899999999999999,0.0,0.5,0.0,,0.762,0.9999838693744162
REAL_040,REAL,0.3333333333333333,0.6815844425756401,0.9613930432979878,5.4,-0.6520766965796931,0.0,0.675,0.0,1.0,1.0,0.48,2.0,0.754320987654321,2.0,3.5,8.5,0.0,0.2,0.0,4.0,0.965,0.9999838693744162
REAL_032,REAL,0.0,0.1639185361330838,0.84899717494414,0.0,-0.3977595078470086,0.0,0.35,-0.5,1.0,1.0,0.48,1.5,0.7934062850729517,2.0,0.4000000000000003,8.0,0.0,1.0,0.0,27.0,0.607,0.9999838693744162
REAL_052,REAL,0.0,0.6815844425756401,0.9726086536396004,5.4,-0.6520766965796931,-0.0493827160493827,0.3,0.0,1.0,1.0,0.48,2.0,0.6081649831649831,2.0,3.5,7.300000000000001,0.0,0.2,0.0,9.0,0.9,0.9999838693744162
REAL_029,REAL,0.3333333333333333,0.7201140940911593,0.8738632064421114,-1.35,1.1655860657179755,-0.0123456790123456,0.55,0.0,1.0,1.0,0.48,-0.8,0.7858866442199776,2.0,0.3000000000000002,3.8,0.0,1.0,0.0,8.0,0.83,0.9999838693744162
REAL_038,REAL,0.1111111111111111,0.6815844425756401,0.5223523157626311,-2.0250000000000004,-0.6520766965796931,0.0,0.525,-0.5,1.0,1.0,0.6,2.0,0.8223063973063973,1.5,0.7000000000000002,8.4,0.0,1.0,0.0,28.0,0.91,0.9999838693744162
REAL_012,REAL,0.0,0.6815844425756401,0.6134351636923178,5.4,-0.6520766965796931,0.0,0.1,-1.0,1.0,1.0,0.6,1.5,0.6592031425364759,1.5,4.5,5.800000000000001,0.0,0.2,0.0,21.0,0.8170000000000001,0.9999838693744162
REAL_003,REAL,0.1111111111111111,0.2124655363304408,0.9462783967644932,1.8999999999999997,-2.2370391973008488,0.0,0.4499999999999999,-0.5,0.8,1.0,0.42,2.0,0.680331088664422,0.5,0.5,5.300000000000001,0.0,0.2,0.0,25.0,0.825,0.9999838693744162
REAL_058,REAL,0.2222222222222222,0.1616766467065868,0.9766237595831864,0.0,-0.5951582678270442,-0.0123456790123456,0.725,-0.5,1.0,1.0,0.6,2.0,0.6248035914702581,1.5,0.2000000000000001,6.6,0.0,1.0,0.0,3.0,0.94,0.9999838693744162
DECOY_058,DECOY,0.2222222222222222,2.901081125018436,0.9766237595831864,0.1124999999999999,-0.148789566956761,-0.0123456790123456,0.6,-0.5,1.0,1.0,0.6,2.0,0.6501402918069584,1.5,0.2000000000000001,6.7,0.0,1.0,0.0,,0.99,0.9999838693744162
DECOY_064,DECOY,0.5555555555555556,2.4826927861819525,0.5559792793457842,-1.275,0.2913965164294939,0.0,0.375,-0.5,1.0,1.0,0.6,1.5,0.7172558922558924,0.0,0.3999999999999999,3.6999999999999993,0.0,0.5,0.0,,0.9,0.9999838693744162
REAL_061,REAL,0.2222222222222222,0.4055097909988917,0.9565293364310238,-0.7125000000000001,-0.0544477840223764,-0.0493827160493827,0.45,0.7,1.0,1.0,0.6,1.5,0.7595117845117847,1.5,0.2000000000000001,6.5,0.0,1.0,0.0,8.0,0.97,0.9999838693744162
